"Client Dealer ID","Dealer Name","State","Assigned Rep","Current Demand Bucket","Pattern Type","Urgency Status","Confidence Score %","Post-Visit Lift %","Organic Ratio %","2025+ Visits","2025+ Applications","2025+ Approvals","2025+ Approval Rate %","2025+ Booked Loans","2025+ Booked Volume ($)","2025+ Look-To-Book %","2025+ Yield Per Visit ($)","Last Visit Date","Days Since Last Visit","Last App Date","Days Since Last App","Last Booked Date","Days Since Last Booked","Last 90D Apps (Summer 2026)","Last 90D Bookings","Last 90D Booked Volume ($)","Last 180D Apps (2026 YTD)","Last 180D Bookings","Last 180D Booked Volume ($)","Current Activity Recency Status","Decision Rationale & Flags"
"IN137","Midwest RV and Vans, Inc. -IN137","IN","Janet Harrington","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","88","0","100","0","77","20","26","13","401673.55","17","0","Never","Never","2026-08-20","1","2026-06-24","58","11","1","34536","35","2","75962.3","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 88%). | Rooftop generates steady, high-volume funded loans organically ($402K across 13 deals) with only 0 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"NC159","Blue Compass RV - Winston-Salem - NC159","NC","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","95","31","69","0","149","33","22","25","1192046.48","17","0","Never","Never","2026-08-19","2","2026-08-10","11","66","8","302466.57999999996","104","15","531839.95","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($1.19M across 25 deals) with only 2 lifetime visits. | 69% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"IA215","BISHS RV - URBANA - IA215","IA","Genevieve Coulombe","COMFORT_STOP","empty_friction","not_monitored","98","100","0","8","18","3","17","1","64829.13","6","8104","2025-05-23","454","2026-07-30","22","2026-08-07","14","4","1","64829.13","8","1","64829.13","Active (Last 90D)","Classified as Comfort Stop / Time Sink (Confidence 98%). | Field reps have conducted 11 in-person visits across multiple quarters, resulting in only $65K across 1 deal. | Why this rule applied: Extremely low yield ($6K/visit) across 11 visits. | Recommendation: Freeze field driving visits immediately. Reallocate travel hours to overdue High TLC accounts."
"VA114","Pete's RV Center Salem - VA114","VA","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","95","28","72","10","76","25","33","22","618921.08","29","61892","2025-08-12","373","2026-08-14","7","2026-06-25","57","15","4","90997.17000000001","41","10","262511.62","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($619K across 22 deals) with only 11 lifetime visits. | 72% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"AZ318","LAKEN WATERSPORTS - AZ318","AZ","Ericka Dominguez","COMFORT_STOP","underwriting_friction","dormant","98","19","81","10","47","8","17","4","125405.68000000001","9","12541","2025-08-20","365","2026-05-04","109","2026-04-09","134","0","0","0","16","2","84804.1","Cooling (90-180D Silent)","Classified as Underwriting / Credit Box Review (Confidence 98%). | Field rep logged 10 in-person visits and successfully generated 47 application submissions. | Why this rule applied: 47 apps submitted but only 4 booked ($125K volume) due to low conversion (17% approved). Rep is driving dealership adoption, but applicant credit tier requires lender review. | Recommendation: Do not penalize sales rep. Coordinate with Underwriting / Lender Management to review credit tier guidelines. | 💤 Inactive / Dormant Status: Unvisited for 366 days (last visit was Aug 20, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"VA125","Blue Compass RV - Danville - VA125","VA","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","84","9","91","0","62","14","23","9","365682.68000000005","15","0","Never","Never","2026-08-15","6","2026-08-18","3","25","6","294073.18000000005","44","7","326440.51000000007","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 84%). | Rooftop generates steady, high-volume funded loans organically ($366K across 9 deals) with only 1 lifetime visit. | 91% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"MT111","Whitefish Marine LLC - MT111","MT","Dan Zilberchtein","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","77","0","100","0","29","6","21","2","43107","7","0","Never","Never","2026-06-20","62","2026-03-31","143","6","0","0","13","1","24614","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 77%). | Rooftop generates steady, high-volume funded loans organically ($43K across 2 deals) with only 1 lifetime visit. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"TX294","Colonia Del Rey RV Sales, LLC -TX294","TX","George Ott","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","95","40","60","24","236","54","23","41","1546107.8900000001","17","64421","2025-07-09","407","2026-08-15","6","2026-08-05","16","48","8","159483.26","100","18","668436.0900000001","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($1.55M across 41 deals) with only 29 lifetime visits. | 60% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"OH128","RCD Sales Co. LTD - Hebron -OH128","OH","Janet Harrington","COMFORT_STOP","underwriting_friction","not_monitored","98","N/A","0","12","17","0","0","0","0","0","0","2025-05-16","461","2026-07-01","51","Never","Never","2","0","0","6","0","0","Active (Last 90D)","Classified as Underwriting / Credit Box Review (Confidence 98%). | Field rep logged 16 in-person visits and successfully generated 17 application submissions. | Why this rule applied: 17 apps submitted but only 0 booked ($0K volume) due to low conversion (0% approved). Rep is driving dealership adoption, but applicant credit tier requires lender review. | Recommendation: Do not penalize sales rep. Coordinate with Underwriting / Lender Management to review credit tier guidelines."
"LA104","GREAT AMERICAN RV SUPERSTORE-BREAUX BRIDGE - LA104","LA","George Ott","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","91","18","82","4","155","22","14","16","654447.4999999999","10","163612","2025-10-22","302","2026-08-19","2","2026-07-01","51","24","1","23630.4","48","4","120710.35","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 91%). | Rooftop generates steady, high-volume funded loans organically ($654K across 16 deals) with only 4 lifetime visits. | 82% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"MO195","WEHR RVS - MO195","MO","Jeff Weller","SELF_SUFFICIENT","autonomous_locomotive","dormant","95","4","96","3","135","40","30","30","867238.99","22","289080","2025-05-07","470","2026-08-19","2","2026-07-14","38","33","9","279767.18000000005","62","17","492341.18000000005","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($867K across 30 deals) with only 3 lifetime visits. | 96% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in. | 💤 Inactive / Dormant Status: Unvisited for 471 days (last visit was May 7, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"TX337","American Truck and RV -TX337","TX","George Ott","SELF_SUFFICIENT","autonomous_locomotive","dormant","95","27","73","6","99","29","29","25","789872.7000000001","25","131645","2025-06-05","441","2026-08-19","2","2026-08-17","4","26","4","127809.20000000001","47","7","214748.99000000002","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 95%). | Rooftop generates steady, high-volume funded loans organically ($790K across 25 deals) with only 6 lifetime visits. | 73% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in. | 💤 Inactive / Dormant Status: Unvisited for 442 days (last visit was Jun 5, 2025). | Why this rule applied: Unvisited for over a year (>365 days). Excluded from active weekly sales rep route alerts and marked for a Dormant Reactivation campaign."
"MI147","National RV Detroit -MI147","MI","Dan Zilberchtein","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","91","22","78","39","106","23","22","16","892955.1900000001","15","22896","2025-07-21","395","2026-08-17","4","2026-08-20","1","31","7","226531.11000000002","44","8","309877.96","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 91%). | Rooftop generates steady, high-volume funded loans organically ($893K across 16 deals) with only 41 lifetime visits. | 78% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"PA146","Meyer's RV Sales of Pittsburgh - PA146","PA","Janet Harrington","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","93","48","52","0","109","30","28","18","647133.2799999999","17","0","Never","Never","2026-08-12","9","2026-08-18","3","33","8","282534.82","77","11","436907.7","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 93%). | Rooftop generates steady, high-volume funded loans organically ($647K across 18 deals) with only 7 lifetime visits. | 52% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"GA147","Ashley Marine LLC - GA147","GA","Jeff Smith","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","65","55","45","30","585","188","32","129","4882565.419999998","22","162752","2025-08-06","379","2026-08-19","2","2026-08-10","11","102","31","1080955.94","212","54","2046546.5299999993","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 65%). | Rooftop generates steady, high-volume funded loans organically ($4.88M across 129 deals) with only 34 lifetime visits. | 45% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
"TX496","Ron Hoover - Breckenridge - TX496","TX","George Ott","SELF_SUFFICIENT","autonomous_locomotive","self_sufficient","90","0","100","3","60","22","37","15","623316.7700000001","25","207772","2025-03-31","507","2026-08-20","1","2026-08-11","10","20","3","146560.22","34","6","264278.61","Active (Last 90D)","Classified as Self-Sufficient / Autonomous (Confidence 90%). | Rooftop generates steady, high-volume funded loans organically ($623K across 15 deals) with only 4 lifetime visits. | 100% of funded loan volume occurred without a recent sales visit. | Why this rule applied: High organic baseline proves dealer utilizes portal independently. | Recommendation: Deprioritize in-person road trips. Maintain via quarterly digital/phone check-in."
